incident_id,site_id,incident_date,category,severity,device_type,issue_type,resolution_time_hours,status,root_cause
INC004305,SITE014,2026-08-20,Network,P1,Mobile,UAT Failure,1.54,Resolved,Provisioning
INC004306,SITE021,2026-04-02,Registration,P3,Soft Client,Device Configuration,0.79,Resolved,Device Issue
INC004307,SITE004,2026-08-30,Audio,P4,Soft Client,Device Configuration,8.58,Resolved,QoS
INC004308,SITE025,2026-07-02,Call Quality,P4,Soft Client,One-Way Audio,1.12,Resolved,Provisioning
INC004309,SITE002,2026-03-27,Provisioning,P3,Soft Client,UAT Failure,2.66,Resolved,Provisioning
INC004310,SITE012,2026-04-14,Codec,P1,Desk Phone,UAT Failure,4.66,Closed,Configuration
INC004311,SITE016,2026-06-05,Provisioning,P3,Soft Client,Provisioning Failure,8.76,In Progress,User Error
INC004312,SITE015,2026-04-10,Network,P3,Mobile,Registration Failure,8.91,Resolved,Device Issue
INC004313,SITE017,2026-08-24,Network,P3,Desk Phone,Provisioning Failure,2.89,Resolved,Provisioning
INC004314,SITE011,2026-05-04,Registration,P3,Desk Phone,Registration Failure,4.83,In Progress,QoS
INC004315,SITE010,2026-03-02,Provisioning,P3,Room Device,Device Configuration,1.86,In Progress,User Error
INC004316,SITE001,2026-04-26,User Configuration,P3,Room Device,Provisioning Failure,1.41,Resolved,User Error
INC004317,SITE009,2026-08-19,Call Quality,P4,Soft Client,One-Way Audio,3.73,Resolved,Unknown
INC004318,SITE034,2026-01-15,User Configuration,P4,Mobile,Device Configuration,0.83,Resolved,Unknown
INC004319,SITE002,2026-04-14,SIP,P3,Soft Client,No Audio,2.59,Resolved,QoS
INC004320,SITE024,2026-05-03,Codec,P3,Desk Phone,Registration Failure,2.15,Resolved,Device Issue
INC004321,SITE003,2026-05-15,Audio,P4,Soft Client,Poor Call Quality,4.76,Resolved,Device Issue
INC004322,SITE024,2026-06-09,Provisioning,P2,Soft Client,UAT Failure,1.43,Open,Network
INC004323,SITE011,2026-04-18,Dial Plan,P3,Soft Client,Poor Call Quality,2.8,In Progress,Device Issue
INC004324,SITE010,2026-07-17,SIP,P3,Mobile,Dialing Issue,2.89,Resolved,User Error
INC004325,SITE024,2026-02-16,Codec,P4,Mobile,UAT Failure,2.13,Resolved,User Error
INC004326,SITE007,2026-04-15,Audio,P2,Room Device,Dialing Issue,3.48,Resolved,User Error
INC004327,SITE006,2026-03-13,QoS,P3,Desk Phone,No Audio,11.46,Resolved,Unknown
INC004328,SITE013,2026-08-22,UAT,P2,Room Device,Provisioning Failure,1.49,Resolved,Unknown
INC004329,SITE017,2026-01-03,Audio,P3,Desk Phone,One-Way Audio,2.25,Resolved,QoS
INC004330,SITE027,2026-01-21,Provisioning,P3,Soft Client,Poor Call Quality,3.97,In Progress,Network
INC004331,SITE013,2026-03-28,Call Quality,P3,Room Device,One-Way Audio,1.74,Resolved,Unknown
INC004332,SITE011,2026-05-26,Audio,P4,Desk Phone,Provisioning Failure,1.58,Open,Device Issue
INC004333,SITE018,2026-04-12,SIP,P3,Soft Client,Poor Call Quality,2.89,Resolved,QoS
INC004334,SITE005,2026-01-16,Provisioning,P3,Soft Client,No Audio,1.49,Resolved,QoS
INC004335,SITE013,2026-04-13,Audio,P4,Room Device,No Audio,2.74,In Progress,Configuration
INC004336,SITE016,2026-03-13,SIP,P3,Desk Phone,UAT Failure,1.17,Resolved,Network
INC004337,SITE015,2026-08-14,Dial Plan,P4,Soft Client,Poor Call Quality,0.95,In Progress,User Error
INC004338,SITE028,2026-01-13,Codec,P3,Room Device,One-Way Audio,2.31,Open,Configuration
INC004339,SITE009,2026-06-20,User Configuration,P2,Soft Client,One-Way Audio,1.06,In Progress,Unknown
INC004340,SITE015,2026-07-19,SIP,P4,Room Device,Provisioning Failure,3.8,Resolved,Device Issue
INC004341,SITE004,2026-04-30,Call Quality,P3,Soft Client,No Audio,3.83,Resolved,Provisioning
INC004342,SITE018,2026-01-25,Audio,P3,Room Device,Provisioning Failure,3.21,Resolved,User Error
INC004343,SITE005,2026-05-31,Network,P2,Room Device,Registration Failure,5.19,Resolved,Network
INC004344,SITE028,2026-07-06,Device Configuration,P4,Soft Client,One-Way Audio,8.31,Resolved,Network
INC004345,SITE005,2026-02-03,Codec,P2,Desk Phone,Device Configuration,2.53,Resolved,Configuration
INC004346,SITE030,2026-05-01,Device Configuration,P3,Room Device,UAT Failure,2.36,In Progress,User Error
INC004347,SITE017,2026-03-22,Registration,P3,Desk Phone,UAT Failure,1.54,Resolved,Unknown
INC004348,SITE031,2026-03-12,UAT,P3,Soft Client,Provisioning Failure,3.76,Resolved,User Error
INC004349,SITE010,2026-02-12,UAT,P3,Soft Client,No Audio,2.57,Open,Device Issue
INC004350,SITE002,2026-04-23,Provisioning,P4,Soft Client,No Audio,2.53,Resolved,User Error
INC004351,SITE008,2026-06-02,Audio,P3,Room Device,One-Way Audio,2.95,Resolved,Configuration
INC004352,SITE019,2026-02-10,SIP,P3,Desk Phone,One-Way Audio,8.33,Resolved,Device Issue
INC004353,SITE027,2026-07-02,UAT,P3,Mobile,Dialing Issue,5.99,Resolved,Network
INC004354,SITE007,2026-02-13,User Configuration,P3,Desk Phone,Registration Failure,3.24,Resolved,Provisioning
INC004355,SITE003,2026-06-08,Provisioning,P4,Desk Phone,UAT Failure,3.15,Closed,QoS
INC004356,SITE030,2026-03-26,Network,P4,Desk Phone,UAT Failure,6.32,In Progress,User Error
INC004357,SITE021,2026-07-26,UAT,P3,Mobile,Registration Failure,7.05,Closed,QoS
INC004358,SITE021,2026-05-05,Audio,P2,Desk Phone,Poor Call Quality,2.55,Resolved,Provisioning
INC004359,SITE023,2026-01-11,Network,P4,Mobile,Poor Call Quality,4.1,Closed,Device Issue
INC004360,SITE017,2026-01-29,QoS,P3,Room Device,One-Way Audio,6.98,Resolved,Network
INC004361,SITE007,2026-03-23,Dial Plan,P3,Soft Client,UAT Failure,2.85,Resolved,Device Issue
INC004362,SITE030,2026-04-17,UAT,P1,Room Device,Registration Failure,3.51,Open,Provisioning
INC004363,SITE034,2026-01-01,Registration,P3,Soft Client,UAT Failure,3.64,Resolved,Configuration
INC004364,SITE023,2026-04-03,Call Quality,P4,Mobile,Device Configuration,0.91,Resolved,Device Issue
INC004365,SITE003,2026-02-24,Codec,P3,Room Device,UAT Failure,1.84,Open,Provisioning
INC004366,SITE032,2026-08-26,Dial Plan,P3,Mobile,One-Way Audio,6.01,Resolved,Unknown
INC004367,SITE002,2026-06-23,Call Quality,P3,Desk Phone,One-Way Audio,1.56,Resolved,Unknown
INC004368,SITE034,2026-07-16,Audio,P3,Mobile,UAT Failure,8.42,Closed,Network
INC004369,SITE017,2026-03-01,UAT,P3,Soft Client,Poor Call Quality,5.72,Resolved,Unknown
INC004370,SITE018,2026-07-09,Network,P4,Soft Client,No Audio,2.45,Resolved,Network
INC004371,SITE016,2026-03-08,User Configuration,P3,Desk Phone,One-Way Audio,2.57,Resolved,Provisioning
INC004372,SITE003,2026-02-19,User Configuration,P3,Desk Phone,Provisioning Failure,7.1,Resolved,User Error
INC004373,SITE034,2026-01-22,SIP,P3,Room Device,Dialing Issue,4.51,In Progress,QoS
INC004374,SITE012,2026-07-01,Registration,P4,Soft Client,Dialing Issue,4.24,Closed,Device Issue
INC004375,SITE028,2026-02-15,Codec,P3,Desk Phone,One-Way Audio,1.51,In Progress,Provisioning
INC004376,SITE002,2026-02-19,Registration,P3,Room Device,UAT Failure,2.0,Closed,User Error
INC004377,SITE035,2026-03-21,User Configuration,P4,Mobile,Device Configuration,2.91,Resolved,QoS
INC004378,SITE023,2026-08-12,SIP,P2,Desk Phone,Registration Failure,5.5,Open,User Error
INC004379,SITE004,2026-03-31,User Configuration,P3,Mobile,Provisioning Failure,3.85,Resolved,Provisioning
INC004380,SITE008,2026-04-16,User Configuration,P3,Desk Phone,Poor Call Quality,2.96,In Progress,QoS
INC004381,SITE021,2026-01-05,Registration,P2,Soft Client,Device Configuration,4.58,Closed,Configuration
INC004382,SITE026,2026-07-22,Device Configuration,P2,Mobile,Dialing Issue,3.35,Closed,QoS
INC004383,SITE015,2026-08-05,Call Quality,P4,Room Device,Poor Call Quality,4.58,In Progress,Device Issue
INC004384,SITE014,2026-01-13,UAT,P3,Room Device,Provisioning Failure,1.19,Open,Unknown
INC004385,SITE021,2026-03-14,QoS,P3,Desk Phone,Device Configuration,4.39,Resolved,User Error
INC004386,SITE027,2026-06-04,Call Quality,P2,Room Device,Dialing Issue,7.28,In Progress,Unknown
INC004387,SITE007,2026-05-14,QoS,P4,Soft Client,Poor Call Quality,6.85,Resolved,QoS
INC004388,SITE010,2026-07-24,UAT,P4,Desk Phone,Registration Failure,10.5,Resolved,Device Issue
INC004389,SITE033,2026-07-11,Registration,P3,Mobile,No Audio,2.58,Resolved,Network
INC004390,SITE030,2026-08-08,Dial Plan,P4,Soft Client,Provisioning Failure,2.18,Resolved,Configuration
INC004391,SITE007,2026-06-30,Device Configuration,P2,Mobile,Device Configuration,2.05,In Progress,Provisioning
INC004392,SITE015,2026-03-03,Dial Plan,P3,Mobile,Registration Failure,4.23,Resolved,Device Issue
INC004393,SITE015,2026-08-22,QoS,P3,Room Device,Device Configuration,3.64,Closed,Network
INC004394,SITE033,2026-08-17,QoS,P2,Mobile,No Audio,5.48,Open,Provisioning
INC004395,SITE027,2026-03-06,Codec,P3,Mobile,One-Way Audio,9.99,Open,QoS
INC004396,SITE018,2026-02-07,Call Quality,P2,Room Device,Provisioning Failure,3.18,Open,QoS
INC004397,SITE027,2026-05-09,Registration,P3,Room Device,One-Way Audio,3.81,Resolved,User Error
INC004398,SITE015,2026-07-18,Registration,P3,Mobile,Registration Failure,7.27,Resolved,Device Issue
INC004399,SITE012,2026-05-06,User Configuration,P3,Soft Client,No Audio,2.71,Open,QoS
INC004400,SITE033,2026-02-07,Network,P3,Desk Phone,Provisioning Failure,2.88,Resolved,User Error
INC004401,SITE019,2026-08-27,QoS,P3,Desk Phone,No Audio,1.38,Resolved,Device Issue
INC004402,SITE035,2026-04-16,Device Configuration,P4,Desk Phone,UAT Failure,2.09,Resolved,Unknown
INC004403,SITE033,2026-04-18,User Configuration,P4,Desk Phone,Device Configuration,4.49,In Progress,Device Issue
INC004404,SITE031,2026-06-10,Dial Plan,P3,Soft Client,Registration Failure,12.1,Resolved,Unknown
INC004405,SITE035,2026-08-19,Device Configuration,P3,Soft Client,UAT Failure,2.87,Resolved,Unknown
INC004406,SITE035,2026-05-23,QoS,P3,Desk Phone,Poor Call Quality,4.53,Resolved,User Error
INC004407,SITE033,2026-03-17,Provisioning,P3,Room Device,No Audio,2.82,Resolved,Unknown
INC004408,SITE014,2026-04-23,Codec,P3,Soft Client,UAT Failure,0.79,Resolved,QoS
INC004409,SITE003,2026-01-02,Codec,P3,Room Device,No Audio,1.21,In Progress,Unknown
INC004410,SITE010,2026-03-09,Network,P2,Desk Phone,Registration Failure,5.61,In Progress,Unknown
INC004411,SITE018,2026-04-22,Dial Plan,P3,Desk Phone,Registration Failure,2.67,Resolved,Network
INC004412,SITE031,2026-08-12,Device Configuration,P3,Desk Phone,Provisioning Failure,5.12,Open,User Error
INC004413,SITE010,2026-07-29,Codec,P4,Mobile,Device Configuration,4.49,Resolved,Network
INC004414,SITE016,2026-04-01,QoS,P4,Soft Client,Poor Call Quality,4.6,Resolved,User Error
INC004415,SITE014,2026-05-28,Audio,P3,Soft Client,Registration Failure,1.81,Closed,Unknown
INC004416,SITE017,2026-02-01,Codec,P2,Room Device,Dialing Issue,3.93,In Progress,Network
INC004417,SITE032,2026-07-23,SIP,P3,Soft Client,Device Configuration,7.79,Resolved,Device Issue
INC004418,SITE017,2026-06-28,Network,P3,Room Device,Device Configuration,4.15,Resolved,Configuration
INC004419,SITE003,2026-08-26,Network,P3,Desk Phone,Device Configuration,9.38,In Progress,Unknown
INC004420,SITE029,2026-05-28,User Configuration,P3,Desk Phone,Dialing Issue,4.46,In Progress,Provisioning
INC004421,SITE009,2026-06-02,QoS,P3,Mobile,No Audio,5.68,Resolved,User Error
INC004422,SITE003,2026-01-22,Registration,P3,Mobile,Dialing Issue,6.55,Resolved,Provisioning
INC004423,SITE034,2026-08-31,Audio,P3,Mobile,Device Configuration,2.09,Resolved,Unknown
INC004424,SITE015,2026-05-14,User Configuration,P3,Soft Client,One-Way Audio,7.54,Closed,Unknown
INC004425,SITE031,2026-04-30,Network,P3,Desk Phone,UAT Failure,2.38,Resolved,Unknown
INC004426,SITE013,2026-03-10,Codec,P4,Room Device,Poor Call Quality,7.63,Resolved,Unknown
INC004427,SITE008,2026-02-06,Codec,P2,Room Device,No Audio,1.28,Resolved,Unknown
INC004428,SITE010,2026-08-10,Call Quality,P3,Room Device,No Audio,5.59,Closed,Network
INC004429,SITE010,2026-04-13,Registration,P4,Soft Client,One-Way Audio,1.49,Resolved,QoS
INC004430,SITE025,2026-04-17,UAT,P2,Desk Phone,Poor Call Quality,2.16,Resolved,Provisioning
INC004431,SITE003,2026-08-12,Network,P3,Soft Client,UAT Failure,2.69,Resolved,Device Issue
INC004432,SITE004,2026-06-13,Audio,P3,Room Device,Device Configuration,12.18,Resolved,QoS
INC004433,SITE031,2026-03-26,User Configuration,P3,Soft Client,Device Configuration,2.13,In Progress,User Error
INC004434,SITE016,2026-05-30,Provisioning,P2,Desk Phone,No Audio,3.61,In Progress,Device Issue
INC004435,SITE001,2026-04-20,SIP,P3,Soft Client,One-Way Audio,4.2,Resolved,Network
INC004436,SITE011,2026-06-09,Registration,P3,Soft Client,No Audio,2.3,Resolved,Provisioning
INC004437,SITE019,2026-02-09,Network,P3,Desk Phone,Provisioning Failure,4.87,Resolved,Device Issue
INC004438,SITE017,2026-08-12,User Configuration,P3,Desk Phone,No Audio,3.73,Closed,Configuration
INC004439,SITE006,2026-05-03,Device Configuration,P2,Soft Client,Device Configuration,1.96,Resolved,Unknown
INC004440,SITE024,2026-07-28,Provisioning,P3,Mobile,No Audio,5.19,Closed,Unknown
INC004441,SITE032,2026-06-27,Dial Plan,P3,Mobile,Provisioning Failure,8.34,Resolved,Network
INC004442,SITE031,2026-04-09,Audio,P3,Mobile,Provisioning Failure,3.56,Resolved,Configuration
INC004443,SITE029,2026-02-21,Audio,P3,Room Device,One-Way Audio,3.44,Closed,Configuration
INC004444,SITE032,2026-06-22,Registration,P2,Soft Client,Dialing Issue,2.66,In Progress,QoS
INC004445,SITE034,2026-06-27,Audio,P3,Mobile,UAT Failure,3.4,Resolved,Unknown
INC004446,SITE019,2026-05-26,Call Quality,P3,Room Device,No Audio,1.93,Resolved,Configuration
INC004447,SITE005,2026-01-05,QoS,P3,Desk Phone,No Audio,3.41,Resolved,Configuration
INC004448,SITE030,2026-04-25,User Configuration,P3,Soft Client,Provisioning Failure,4.5,Open,QoS
INC004449,SITE016,2026-06-25,Codec,P4,Desk Phone,UAT Failure,7.87,Open,Configuration
INC004450,SITE017,2026-07-02,Registration,P3,Mobile,No Audio,5.07,Resolved,Network
INC004451,SITE015,2026-03-05,Call Quality,P3,Room Device,No Audio,6.23,In Progress,Network
INC004452,SITE026,2026-02-27,UAT,P4,Soft Client,Poor Call Quality,1.32,Resolved,Unknown
INC004453,SITE017,2026-04-16,QoS,P3,Desk Phone,One-Way Audio,2.06,Closed,QoS
INC004454,SITE026,2026-01-26,Codec,P1,Room Device,Provisioning Failure,5.68,Open,QoS
INC004455,SITE020,2026-02-23,User Configuration,P4,Soft Client,Provisioning Failure,3.44,Resolved,QoS
INC004456,SITE035,2026-08-14,Device Configuration,P3,Soft Client,UAT Failure,4.9,Resolved,Unknown
INC004457,SITE026,2026-04-11,Call Quality,P3,Soft Client,Registration Failure,0.46,Resolved,Device Issue
INC004458,SITE034,2026-04-01,UAT,P2,Room Device,Provisioning Failure,5.4,Resolved,Network
INC004459,SITE012,2026-01-20,Audio,P3,Soft Client,Poor Call Quality,1.04,Open,Network
INC004460,SITE031,2026-01-14,Call Quality,P1,Soft Client,Registration Failure,7.33,Closed,Configuration
INC004461,SITE035,2026-06-11,Network,P4,Desk Phone,One-Way Audio,15.89,Resolved,Configuration
INC004462,SITE007,2026-08-30,QoS,P4,Room Device,Registration Failure,1.35,In Progress,Unknown
INC004463,SITE019,2026-08-21,Codec,P3,Desk Phone,One-Way Audio,2.6,Resolved,Network
INC004464,SITE020,2026-05-03,Dial Plan,P3,Mobile,One-Way Audio,2.01,Open,Configuration
INC004465,SITE025,2026-01-08,Audio,P3,Desk Phone,Poor Call Quality,4.31,Resolved,Device Issue
INC004466,SITE025,2026-04-03,Codec,P3,Soft Client,Registration Failure,1.85,Resolved,QoS
INC004467,SITE019,2026-08-30,Provisioning,P3,Soft Client,No Audio,2.67,Resolved,Network
INC004468,SITE025,2026-06-17,Registration,P3,Room Device,Registration Failure,1.29,Open,Provisioning
INC004469,SITE025,2026-06-15,Call Quality,P3,Desk Phone,Registration Failure,4.94,Resolved,Configuration
INC004470,SITE005,2026-06-16,Network,P3,Soft Client,Provisioning Failure,3.0,Open,Configuration
INC004471,SITE026,2026-07-13,UAT,P3,Room Device,No Audio,1.51,Resolved,Device Issue
INC004472,SITE019,2026-02-20,Dial Plan,P4,Mobile,Poor Call Quality,2.03,Resolved,QoS
INC004473,SITE022,2026-06-10,QoS,P3,Soft Client,One-Way Audio,1.87,Resolved,Configuration
INC004474,SITE034,2026-02-21,Device Configuration,P3,Room Device,Poor Call Quality,4.35,In Progress,Network
INC004475,SITE006,2026-07-16,Call Quality,P1,Room Device,No Audio,4.09,Closed,Device Issue
INC004476,SITE028,2026-01-22,Registration,P3,Room Device,Device Configuration,3.01,Resolved,Provisioning
INC004477,SITE011,2026-05-03,Device Configuration,P4,Room Device,Provisioning Failure,5.07,Resolved,User Error
INC004478,SITE019,2026-06-05,Audio,P2,Room Device,Dialing Issue,2.54,Resolved,QoS
INC004479,SITE021,2026-04-29,Network,P1,Desk Phone,Provisioning Failure,6.96,Resolved,Network
INC004480,SITE002,2026-05-12,SIP,P3,Desk Phone,Dialing Issue,4.08,Resolved,Configuration
INC004481,SITE027,2026-01-18,Codec,P4,Room Device,Poor Call Quality,1.6,Resolved,Network
INC004482,SITE035,2026-05-01,Audio,P4,Room Device,Poor Call Quality,4.59,Closed,Unknown
INC004483,SITE024,2026-01-22,Provisioning,P3,Mobile,Poor Call Quality,15.59,Resolved,Provisioning
INC004484,SITE035,2026-07-29,Dial Plan,P3,Desk Phone,UAT Failure,3.55,Resolved,Provisioning
INC004485,SITE033,2026-02-19,Device Configuration,P4,Mobile,No Audio,3.94,In Progress,Unknown
INC004486,SITE001,2026-03-11,Call Quality,P3,Soft Client,Provisioning Failure,6.62,Resolved,Provisioning
INC004487,SITE002,2026-01-26,Dial Plan,P2,Mobile,Provisioning Failure,2.71,Resolved,QoS
INC004488,SITE028,2026-07-28,Provisioning,P2,Room Device,Dialing Issue,1.9,Closed,Device Issue
INC004489,SITE029,2026-05-10,Call Quality,P3,Mobile,No Audio,2.24,Open,Provisioning
INC004490,SITE028,2026-03-23,Codec,P3,Soft Client,Dialing Issue,2.75,Resolved,Network
INC004491,SITE027,2026-01-10,Call Quality,P2,Desk Phone,Registration Failure,1.74,Open,Device Issue
INC004492,SITE016,2026-05-18,SIP,P3,Soft Client,Device Configuration,4.21,In Progress,QoS
INC004493,SITE003,2026-07-30,SIP,P4,Soft Client,No Audio,14.58,Closed,Unknown
INC004494,SITE003,2026-04-18,Provisioning,P2,Soft Client,One-Way Audio,6.04,Open,Network
INC004495,SITE030,2026-03-01,Audio,P4,Desk Phone,Dialing Issue,2.78,In Progress,Device Issue
INC004496,SITE031,2026-04-29,UAT,P3,Room Device,UAT Failure,3.11,Resolved,Configuration
INC004497,SITE018,2026-05-20,Codec,P2,Soft Client,Device Configuration,2.13,Resolved,QoS
INC004498,SITE007,2026-02-20,Codec,P3,Soft Client,No Audio,6.8,Closed,Configuration
INC004499,SITE023,2026-02-07,User Configuration,P3,Soft Client,Dialing Issue,6.8,Resolved,Device Issue
INC004500,SITE027,2026-06-14,Call Quality,P4,Soft Client,No Audio,3.32,Resolved,QoS
INC004501,SITE004,2026-08-26,QoS,P2,Soft Client,UAT Failure,4.03,In Progress,Network
INC004502,SITE030,2026-08-18,QoS,P2,Desk Phone,One-Way Audio,5.44,In Progress,User Error
INC004503,SITE002,2026-03-02,SIP,P4,Soft Client,Dialing Issue,4.7,Resolved,Configuration
INC004504,SITE028,2026-03-21,Codec,P3,Desk Phone,UAT Failure,3.17,Resolved,Unknown
INC004505,SITE019,2026-07-14,Provisioning,P3,Mobile,Registration Failure,3.31,Resolved,QoS
INC004506,SITE010,2026-06-08,SIP,P3,Soft Client,Device Configuration,5.23,Resolved,Provisioning
INC004507,SITE013,2026-03-06,Dial Plan,P2,Desk Phone,No Audio,2.21,Open,Configuration
INC004508,SITE034,2026-04-18,Provisioning,P4,Desk Phone,Device Configuration,3.02,Resolved,Configuration
INC004509,SITE023,2026-02-20,SIP,P3,Mobile,Provisioning Failure,2.14,Resolved,Provisioning
INC004510,SITE020,2026-03-01,Network,P3,Soft Client,Provisioning Failure,2.34,In Progress,Provisioning
INC004511,SITE013,2026-03-01,Provisioning,P3,Desk Phone,Device Configuration,2.23,Resolved,Network
INC004512,SITE033,2026-02-01,Call Quality,P3,Mobile,Poor Call Quality,3.77,Resolved,Device Issue
INC004513,SITE012,2026-08-11,Device Configuration,P3,Soft Client,Dialing Issue,4.49,In Progress,QoS
INC004514,SITE011,2026-01-06,Device Configuration,P4,Mobile,UAT Failure,5.2,Resolved,User Error
INC004515,SITE010,2026-05-08,Registration,P4,Desk Phone,One-Way Audio,1.6,Resolved,Network
INC004516,SITE020,2026-06-21,SIP,P3,Soft Client,Dialing Issue,0.74,Open,Configuration
INC004517,SITE004,2026-03-06,User Configuration,P4,Room Device,One-Way Audio,1.25,In Progress,Device Issue
INC004518,SITE007,2026-07-04,SIP,P4,Desk Phone,Device Configuration,2.96,Resolved,Unknown
INC004519,SITE013,2026-04-21,Registration,P3,Mobile,Registration Failure,1.73,Open,Device Issue
INC004520,SITE025,2026-07-20,UAT,P3,Soft Client,No Audio,2.75,Resolved,QoS
INC004521,SITE033,2026-07-21,UAT,P4,Room Device,Dialing Issue,0.76,Resolved,QoS
INC004522,SITE011,2026-05-21,Call Quality,P4,Mobile,Poor Call Quality,2.61,Open,Provisioning
INC004523,SITE003,2026-04-26,QoS,P3,Room Device,Device Configuration,3.45,Resolved,Provisioning
INC004524,SITE028,2026-07-18,Provisioning,P3,Soft Client,One-Way Audio,11.58,Closed,Network
INC004525,SITE016,2026-05-08,UAT,P2,Mobile,Registration Failure,9.67,Resolved,Network
INC004526,SITE011,2026-06-02,Network,P3,Room Device,One-Way Audio,0.82,Resolved,Configuration
INC004527,SITE018,2026-01-26,SIP,P3,Desk Phone,No Audio,7.17,In Progress,User Error
INC004528,SITE026,2026-02-08,Provisioning,P4,Room Device,UAT Failure,3.19,Closed,User Error
INC004529,SITE028,2026-05-19,Codec,P4,Soft Client,Registration Failure,0.79,Resolved,User Error
INC004530,SITE030,2026-08-22,Registration,P3,Mobile,Dialing Issue,4.07,In Progress,Unknown
INC004531,SITE017,2026-07-14,Network,P3,Room Device,Poor Call Quality,1.0,Open,QoS
INC004532,SITE005,2026-03-11,Call Quality,P3,Soft Client,No Audio,3.34,Resolved,Network
INC004533,SITE024,2026-08-26,Network,P4,Desk Phone,Provisioning Failure,3.15,Resolved,Provisioning
INC004534,SITE030,2026-08-03,Call Quality,P3,Room Device,Dialing Issue,4.74,Closed,Network
INC004535,SITE002,2026-04-15,Registration,P3,Desk Phone,Provisioning Failure,3.72,Closed,Unknown
INC004536,SITE025,2026-04-07,SIP,P3,Room Device,Poor Call Quality,4.52,Open,Unknown
INC004537,SITE029,2026-02-24,QoS,P3,Desk Phone,UAT Failure,2.81,In Progress,Configuration
INC004538,SITE031,2026-03-14,QoS,P3,Room Device,Registration Failure,3.21,Resolved,Configuration
INC004539,SITE008,2026-04-06,Dial Plan,P3,Room Device,UAT Failure,3.56,Open,Unknown
INC004540,SITE008,2026-05-12,Audio,P4,Desk Phone,One-Way Audio,1.7,Resolved,User Error
INC004541,SITE004,2026-05-26,User Configuration,P3,Soft Client,Dialing Issue,9.13,Open,QoS
INC004542,SITE002,2026-02-24,Registration,P2,Room Device,Dialing Issue,0.97,Resolved,Network
INC004543,SITE032,2026-03-25,Registration,P2,Soft Client,Poor Call Quality,25.38,Resolved,Configuration
INC004544,SITE022,2026-06-18,Device Configuration,P4,Mobile,Registration Failure,1.55,Closed,Unknown
INC004545,SITE008,2026-01-19,Device Configuration,P4,Desk Phone,Provisioning Failure,3.89,Resolved,Network
INC004546,SITE034,2026-07-05,Provisioning,P3,Soft Client,Provisioning Failure,1.43,Closed,Configuration
INC004547,SITE030,2026-08-30,Codec,P3,Mobile,Registration Failure,4.99,Resolved,Unknown
INC004548,SITE005,2026-02-22,UAT,P3,Mobile,Dialing Issue,3.42,Resolved,Unknown
INC004549,SITE020,2026-08-30,Dial Plan,P3,Room Device,Device Configuration,2.93,Resolved,Network
INC004550,SITE023,2026-05-01,Audio,P2,Room Device,Provisioning Failure,18.44,Resolved,Network
INC004551,SITE004,2026-07-14,Device Configuration,P3,Room Device,Device Configuration,1.62,Open,Network
INC004552,SITE019,2026-02-24,Device Configuration,P4,Mobile,One-Way Audio,8.88,Resolved,Configuration
INC004553,SITE002,2026-01-06,Provisioning,P3,Room Device,Registration Failure,1.73,Closed,Unknown
INC004554,SITE008,2026-08-24,Network,P3,Soft Client,Poor Call Quality,9.44,Resolved,Configuration
INC004555,SITE034,2026-08-18,SIP,P2,Soft Client,Dialing Issue,5.75,Resolved,Network
INC004556,SITE026,2026-05-13,Dial Plan,P4,Mobile,Provisioning Failure,13.07,Resolved,User Error
INC004557,SITE002,2026-01-19,Device Configuration,P3,Soft Client,Poor Call Quality,4.12,Resolved,Configuration
INC004558,SITE033,2026-03-24,Provisioning,P4,Mobile,Registration Failure,2.67,Resolved,Network
INC004559,SITE013,2026-07-18,Audio,P3,Mobile,One-Way Audio,1.38,Closed,Provisioning
INC004560,SITE017,2026-06-15,User Configuration,P3,Room Device,No Audio,6.1,Resolved,Configuration
INC004561,SITE029,2026-03-09,Dial Plan,P2,Desk Phone,Registration Failure,1.45,In Progress,Unknown
INC004562,SITE026,2026-07-18,Provisioning,P4,Soft Client,One-Way Audio,5.16,Resolved,Network
INC004563,SITE022,2026-08-02,User Configuration,P4,Soft Client,UAT Failure,2.25,Resolved,QoS
INC004564,SITE001,2026-08-24,Network,P3,Desk Phone,Provisioning Failure,3.17,Resolved,QoS
INC004565,SITE009,2026-05-13,SIP,P4,Desk Phone,Provisioning Failure,3.85,Resolved,Configuration
INC004566,SITE022,2026-03-10,Audio,P3,Mobile,Device Configuration,7.24,Resolved,Device Issue
INC004567,SITE019,2026-04-24,Network,P3,Soft Client,No Audio,6.95,Closed,Network
INC004568,SITE034,2026-01-25,Codec,P3,Soft Client,Device Configuration,2.34,Resolved,User Error
INC004569,SITE029,2026-07-29,SIP,P2,Soft Client,Registration Failure,1.61,In Progress,QoS
INC004570,SITE010,2026-04-12,SIP,P3,Room Device,One-Way Audio,6.39,Resolved,Network
INC004571,SITE007,2026-03-17,Call Quality,P4,Room Device,Dialing Issue,3.38,Resolved,Provisioning
INC004572,SITE003,2026-02-11,Dial Plan,P3,Desk Phone,No Audio,1.43,Resolved,Unknown
INC004573,SITE023,2026-04-30,Codec,P3,Mobile,Poor Call Quality,3.15,Resolved,Provisioning
INC004574,SITE009,2026-04-28,Codec,P4,Room Device,Registration Failure,2.17,Resolved,Provisioning
INC004575,SITE027,2026-04-06,User Configuration,P3,Desk Phone,Registration Failure,1.04,Resolved,Network
