device_id,site_id,user_id,device_type,model,firmware,registration_status,provisioning_status,last_registered
DEV02401,SITE020,USER00049,Cisco 8851,Webex App,14.3,Registered,Provisioned,2025-12-31
DEV02402,SITE011,USER00952,Cisco 8865,8841,15.0,Registered,Failed,2026-06-18
DEV02403,SITE021,USER00864,Webex App,Webex App,14.2,Registered,Provisioned,2026-06-09
DEV02404,SITE033,USER00863,Webex App,8851,14.2,Registered,Pending,2025-12-13
DEV02405,SITE033,USER00246,Cisco 8851,Room Kit,15.1,Registered,Failed,2026-01-09
DEV02406,SITE025,USER02089,Cisco 8865,Webex App,15.0,Unregistered,Provisioned,2025-11-12
DEV02407,SITE033,USER00757,Cisco 8865,8851,14.2,Unregistered,Pending,2026-03-20
DEV02408,SITE008,USER01852,Webex App,Room Kit,14.3,None,Provisioned,2026-07-16
DEV02409,SITE004,USER02101,Room Kit,8865,14.2,Registered,Provisioned,2025-11-27
DEV02410,SITE032,USER01970,Cisco 8865,Webex App,15.1,Unregistered,Provisioned,2025-12-22
DEV02411,SITE019,USER01753,Cisco 8851,Room Kit,14.4,Registered,Pending,2026-02-21
DEV02412,SITE034,USER01374,Room Kit,8841,14.4,None,Provisioned,2026-08-09
DEV02413,SITE018,USER00939,Room Kit,Room Kit,15.0,Registered,Provisioned,2026-04-02
DEV02414,SITE019,USER00976,Webex App,8865,15.0,Registered,Provisioned,2026-08-31
DEV02415,SITE032,USER01466,Room Kit,8865,14.2,Registered,Provisioned,2026-04-04
DEV02416,SITE017,USER00417,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-03-13
DEV02417,SITE023,USER01363,Room Kit,8851,14.4,Registered,Provisioned,2026-02-14
DEV02418,SITE022,USER01611,Cisco 8841,8841,14.4,Registered,Provisioned,2026-08-23
DEV02419,SITE031,USER00238,Cisco 8865,Room Kit,14.2,Registered,Provisioned,2026-03-18
DEV02420,SITE021,USER02134,Room Kit,8841,15.1,None,Failed,2026-06-12
DEV02421,SITE013,USER01592,Cisco 8851,8865,15.1,None,Provisioned,2026-05-05
DEV02422,SITE001,USER01986,Cisco 8865,8841,15.0,Registered,Provisioned,2026-05-15
DEV02423,SITE015,USER00631,Room Kit,8865,15.0,Registered,Provisioned,2026-02-27
DEV02424,SITE031,USER02170,Room Kit,Room Kit,15.0,Registered,Provisioned,2025-11-27
DEV02425,SITE027,USER02121,Room Kit,8865,14.2,Registered,Pending,2026-03-28
DEV02426,SITE030,USER00663,Webex App,8865,15.1,Registered,Pending,2026-06-05
DEV02427,SITE021,USER02491,Room Kit,8851,14.2,Registered,Pending,2026-04-18
DEV02428,SITE035,USER00818,Cisco 8841,Webex App,14.3,None,Provisioned,2026-08-19
DEV02429,SITE031,USER01321,Cisco 8841,8841,15.0,Registered,Provisioned,2025-11-02
DEV02430,SITE011,USER00721,Cisco 8865,8841,14.2,Registered,Provisioned,2026-08-04
DEV02431,SITE035,USER01963,Cisco 8865,8865,14.4,Registered,Provisioned,2026-01-14
DEV02432,SITE019,USER02226,Cisco 8851,Room Kit,14.2,Registered,Failed,2026-02-09
DEV02433,SITE025,USER01866,Cisco 8841,8865,14.4,Registered,Provisioned,2026-04-11
DEV02434,SITE014,USER00782,Webex App,8865,15.1,Unregistered,Provisioned,2026-07-09
DEV02435,SITE024,USER01747,Webex App,8851,14.2,Unregistered,Provisioned,2026-04-06
DEV02436,SITE035,USER01830,Cisco 8841,8841,14.4,Registered,Failed,2025-12-09
DEV02437,SITE032,USER01249,Webex App,Room Kit,14.3,Registered,Provisioned,2026-05-15
DEV02438,SITE009,USER00085,Cisco 8851,8841,15.0,Registered,Provisioned,2026-02-01
DEV02439,SITE018,USER00600,Webex App,8865,15.0,Registered,Provisioned,2025-11-27
DEV02440,SITE033,USER01339,Webex App,Room Kit,15.1,Registered,Provisioned,2026-08-02
DEV02441,SITE031,USER02442,Cisco 8841,Room Kit,14.2,Registered,Provisioned,2026-06-17
DEV02442,SITE019,USER00081,Webex App,Room Kit,15.0,Registered,Provisioned,2026-06-22
DEV02443,SITE032,USER00071,Room Kit,8865,14.2,Unregistered,Provisioned,2026-06-03
DEV02444,SITE030,USER00826,Cisco 8841,8865,15.0,Registered,Provisioned,2025-11-06
DEV02445,SITE006,USER01262,Webex App,Room Kit,15.0,Registered,Provisioned,2025-12-21
DEV02446,SITE025,USER00961,Room Kit,8851,15.1,Registered,Provisioned,2025-12-31
DEV02447,SITE021,USER01795,Webex App,8851,14.4,Registered,Provisioned,2026-01-02
DEV02448,SITE004,USER00253,Room Kit,8841,15.1,Registered,Failed,2026-08-15
DEV02449,SITE019,USER02406,Room Kit,Room Kit,14.4,Registered,Provisioned,2025-12-15
DEV02450,SITE012,USER00116,Room Kit,Room Kit,15.0,Registered,Provisioned,2025-11-25
DEV02451,SITE013,USER00193,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2026-07-08
DEV02452,SITE027,USER00269,Webex App,Room Kit,14.2,Registered,Pending,2025-12-26
DEV02453,SITE024,USER01863,Room Kit,8841,15.1,Registered,Provisioned,2026-02-18
DEV02454,SITE035,USER00098,Cisco 8865,8851,14.3,None,Pending,2025-11-02
DEV02455,SITE030,USER00439,Cisco 8865,Webex App,15.1,None,Pending,2026-06-23
DEV02456,SITE020,USER01529,Cisco 8851,Webex App,15.1,Registered,Provisioned,2026-03-14
DEV02457,SITE032,USER01691,Webex App,Webex App,14.2,Registered,Provisioned,2026-01-21
DEV02458,SITE006,USER01369,Webex App,Room Kit,14.4,Registered,Provisioned,2026-01-14
DEV02459,SITE010,USER00207,Cisco 8841,8851,14.2,Registered,Provisioned,2026-08-23
DEV02460,SITE001,USER02128,Webex App,Webex App,14.3,Registered,Provisioned,2025-11-19
DEV02461,SITE017,USER02333,Room Kit,8865,14.4,Registered,Provisioned,2026-01-04
DEV02462,SITE012,USER01717,Room Kit,Room Kit,14.2,Registered,Pending,2025-11-25
DEV02463,SITE006,USER02294,Cisco 8865,8851,14.2,Unregistered,Provisioned,2026-04-26
DEV02464,SITE029,USER00217,Room Kit,Webex App,15.0,Registered,Provisioned,2026-05-31
DEV02465,SITE004,USER01770,Cisco 8841,8851,14.4,None,Provisioned,2026-01-13
DEV02466,SITE009,USER02492,Webex App,8841,15.0,Unregistered,Provisioned,2026-01-26
DEV02467,SITE028,USER01831,Cisco 8851,8865,15.1,Registered,Pending,2026-03-08
DEV02468,SITE012,USER01089,Cisco 8851,8841,15.1,Registered,Provisioned,2026-06-01
DEV02469,SITE033,USER00649,Cisco 8841,Webex App,14.2,None,Provisioned,2026-06-05
DEV02470,SITE035,USER02315,Webex App,Room Kit,15.0,Registered,Provisioned,2026-06-23
DEV02471,SITE012,USER00379,Cisco 8841,8841,15.1,Registered,Provisioned,2026-06-09
DEV02472,SITE013,USER01037,Cisco 8841,8865,14.4,Registered,Provisioned,2025-11-28
DEV02473,SITE005,USER02087,Webex App,8841,15.1,Registered,Provisioned,2026-08-15
DEV02474,SITE003,USER01731,Cisco 8841,8851,15.0,Registered,Provisioned,2026-06-25
DEV02475,SITE012,USER02206,Cisco 8841,8851,15.1,Unregistered,Provisioned,2026-04-07
DEV02476,SITE020,USER02277,Cisco 8851,Webex App,15.0,Registered,Pending,2026-02-10
DEV02477,SITE034,USER00982,Cisco 8865,Webex App,15.1,Registered,Provisioned,2026-06-12
DEV02478,SITE022,USER01965,Cisco 8865,Webex App,14.4,Unregistered,Provisioned,2026-03-08
DEV02479,SITE029,USER01594,Room Kit,8851,15.1,Registered,Provisioned,2026-06-10
DEV02480,SITE035,USER01478,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2026-02-02
DEV02481,SITE025,USER00871,Room Kit,Room Kit,14.2,Registered,Failed,2026-05-01
DEV02482,SITE006,USER00713,Cisco 8841,8851,15.0,Registered,Provisioned,2026-04-04
DEV02483,SITE010,USER00790,Cisco 8841,8841,14.3,Registered,Provisioned,2026-03-03
DEV02484,SITE029,USER02080,Room Kit,8841,15.1,Registered,Provisioned,2026-06-29
DEV02485,SITE032,USER00694,Cisco 8841,8865,15.0,None,Provisioned,2026-03-09
DEV02486,SITE029,USER01111,Cisco 8841,8851,14.3,Registered,Provisioned,2025-12-02
DEV02487,SITE002,USER01260,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-02-26
DEV02488,SITE028,USER02185,Cisco 8865,8865,14.3,Registered,Provisioned,2025-12-06
DEV02489,SITE023,USER00088,Webex App,8841,15.1,Registered,Provisioned,2026-01-04
DEV02490,SITE023,USER02373,Webex App,Webex App,15.1,Unregistered,Provisioned,2026-06-25
DEV02491,SITE034,USER02462,Cisco 8851,8851,15.0,Registered,Provisioned,2026-02-15
DEV02492,SITE015,USER00080,Cisco 8865,8865,14.2,Registered,Failed,2026-03-25
DEV02493,SITE020,USER01399,Cisco 8841,Room Kit,15.0,Registered,Pending,2026-03-05
DEV02494,SITE024,USER01407,Cisco 8865,Room Kit,15.1,Registered,Failed,2025-11-07
DEV02495,SITE021,USER02431,Cisco 8851,8851,15.0,Registered,Provisioned,2026-03-28
DEV02496,SITE035,USER02370,Webex App,8851,15.0,Registered,Provisioned,2026-04-10
DEV02497,SITE007,USER01699,Room Kit,Room Kit,14.3,Registered,Provisioned,2026-08-19
DEV02498,SITE016,USER01915,Cisco 8851,8851,15.1,Registered,Provisioned,2026-06-28
DEV02499,SITE026,USER00249,Cisco 8865,8841,15.0,Registered,Provisioned,2025-11-16
DEV02500,SITE031,USER00946,Webex App,8841,14.3,Registered,Provisioned,2025-11-17
DEV02501,SITE001,USER00711,Webex App,8841,15.0,Unregistered,Provisioned,2026-08-13
DEV02502,SITE012,USER00627,Cisco 8841,Room Kit,14.4,Unregistered,Provisioned,2026-02-24
DEV02503,SITE012,USER02486,Cisco 8851,Webex App,14.3,Registered,Provisioned,2026-02-07
DEV02504,SITE022,USER01293,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-04-09
DEV02505,SITE031,USER01680,Cisco 8865,Webex App,15.1,Registered,Provisioned,2025-12-23
DEV02506,SITE001,USER02043,Cisco 8851,8851,15.0,None,Pending,2026-03-07
DEV02507,SITE007,USER00264,Webex App,8851,15.0,Registered,Failed,2026-05-12
DEV02508,SITE023,USER01018,Room Kit,8841,15.1,Registered,Provisioned,2026-05-28
DEV02509,SITE022,USER01791,Cisco 8865,8841,14.3,Registered,Pending,2025-11-23
DEV02510,SITE018,USER00172,Cisco 8841,8841,14.4,Registered,Provisioned,2025-11-12
DEV02511,SITE008,USER01593,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-06-21
DEV02512,SITE018,USER00928,Cisco 8865,8841,15.1,Registered,Provisioned,2026-01-27
DEV02513,SITE012,USER00688,Webex App,Room Kit,14.3,Registered,Failed,2026-06-26
DEV02514,SITE021,USER00336,Webex App,Room Kit,15.1,Registered,Provisioned,2026-05-07
DEV02515,SITE010,USER01953,Webex App,8851,14.4,Unregistered,Provisioned,2026-04-05
DEV02516,SITE029,USER02236,Cisco 8841,8841,14.2,Registered,Provisioned,2026-03-28
DEV02517,SITE010,USER01995,Cisco 8841,Webex App,14.4,Unregistered,Provisioned,2025-12-15
DEV02518,SITE028,USER01738,Room Kit,8865,14.2,Registered,Provisioned,2026-02-17
DEV02519,SITE012,USER00164,Cisco 8851,8851,15.1,Registered,Provisioned,2026-05-28
DEV02520,SITE033,USER00951,Room Kit,8865,15.1,Unregistered,Pending,2026-04-25
DEV02521,SITE021,USER02389,Cisco 8865,8841,14.2,Registered,Pending,2025-11-09
DEV02522,SITE013,USER00948,Room Kit,Webex App,15.1,Registered,Failed,2026-02-06
DEV02523,SITE009,USER02126,Cisco 8841,8841,14.2,Registered,Provisioned,2025-11-12
DEV02524,SITE007,USER00307,Cisco 8865,8851,14.3,Registered,Provisioned,2026-05-03
DEV02525,SITE034,USER00409,Cisco 8841,Webex App,14.2,Registered,Provisioned,2026-02-16
DEV02526,SITE002,USER01390,Cisco 8841,8865,14.2,Registered,Pending,2026-07-05
DEV02527,SITE002,USER01431,Cisco 8851,8841,14.4,Registered,Provisioned,2026-07-03
DEV02528,SITE025,USER01381,Cisco 8851,Room Kit,14.3,None,Provisioned,2026-07-18
DEV02529,SITE003,USER02327,Room Kit,8851,14.2,Registered,Provisioned,2025-12-21
DEV02530,SITE032,USER02239,Room Kit,Room Kit,15.0,Registered,Pending,2025-11-27
DEV02531,SITE001,USER02304,Room Kit,8865,14.4,Registered,Provisioned,2026-07-15
DEV02532,SITE018,USER00248,Room Kit,8865,15.0,Registered,Provisioned,2025-12-03
DEV02533,SITE027,USER00230,Cisco 8841,8851,14.4,Registered,Provisioned,2026-04-12
DEV02534,SITE007,USER00807,Cisco 8841,8865,15.0,Registered,Failed,2026-03-14
DEV02535,SITE027,USER01770,Cisco 8841,Room Kit,14.2,None,Provisioned,2026-01-08
DEV02536,SITE019,USER01346,Cisco 8841,8841,14.4,Registered,Provisioned,2026-03-23
DEV02537,SITE010,USER01780,Cisco 8865,8865,15.0,Registered,Provisioned,2026-05-16
DEV02538,SITE027,USER02309,Cisco 8851,8851,15.0,Unregistered,Provisioned,2025-11-27
DEV02539,SITE015,USER01122,Webex App,Webex App,14.3,Registered,Provisioned,2026-03-02
DEV02540,SITE012,USER00853,Cisco 8851,Webex App,14.4,Unregistered,Provisioned,2025-11-16
DEV02541,SITE020,USER01125,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-02-02
DEV02542,SITE032,USER00916,Room Kit,8851,15.1,Registered,Pending,2025-11-15
DEV02543,SITE032,USER01843,Cisco 8841,Room Kit,15.1,Registered,Provisioned,2026-05-02
DEV02544,SITE012,USER01431,Webex App,Webex App,15.0,Registered,Provisioned,2026-02-27
DEV02545,SITE029,USER00728,Webex App,8865,15.1,Unregistered,Provisioned,2026-02-15
DEV02546,SITE027,USER02082,Webex App,8841,14.2,Registered,Provisioned,2026-03-27
DEV02547,SITE024,USER01843,Cisco 8841,Room Kit,14.3,Registered,Provisioned,2026-01-14
DEV02548,SITE008,USER01312,Room Kit,8865,15.0,Unregistered,Provisioned,2026-05-15
DEV02549,SITE028,USER01138,Webex App,Room Kit,15.1,Registered,Failed,2026-01-05
DEV02550,SITE029,USER01187,Room Kit,Webex App,14.3,Registered,Pending,2026-05-02
DEV02551,SITE001,USER02400,Room Kit,8865,15.0,Registered,Provisioned,2025-12-13
DEV02552,SITE007,USER00894,Cisco 8851,Webex App,14.2,Registered,Pending,2026-07-05
DEV02553,SITE003,USER01361,Room Kit,8841,14.4,None,Pending,2026-03-09
DEV02554,SITE034,USER01853,Room Kit,8841,14.2,Registered,Pending,2026-03-04
DEV02555,SITE035,USER00154,Cisco 8865,Webex App,15.0,Registered,Provisioned,2026-08-06
DEV02556,SITE013,USER01180,Cisco 8865,8851,15.0,None,Failed,2026-05-23
DEV02557,SITE030,USER01026,Cisco 8865,8851,14.2,Registered,Failed,2026-07-17
DEV02558,SITE010,USER01537,Room Kit,8851,14.3,Registered,Provisioned,2025-12-18
DEV02559,SITE034,USER02019,Cisco 8851,8851,14.2,Registered,Provisioned,2026-08-28
DEV02560,SITE032,USER01192,Cisco 8841,8851,15.1,Registered,Provisioned,2026-04-26
DEV02561,SITE033,USER01044,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-05-08
DEV02562,SITE021,USER01157,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-06-17
DEV02563,SITE024,USER01284,Cisco 8841,Webex App,15.0,Registered,Provisioned,2026-08-10
DEV02564,SITE005,USER00628,Cisco 8851,8865,15.0,Registered,Provisioned,2026-01-29
DEV02565,SITE018,USER01932,Room Kit,8841,14.2,Registered,Provisioned,2025-11-11
DEV02566,SITE016,USER00281,Room Kit,8841,14.4,Registered,Failed,2026-07-03
DEV02567,SITE024,USER00189,Webex App,8851,15.0,None,Provisioned,2026-07-23
DEV02568,SITE030,USER00622,Cisco 8841,8841,14.3,Registered,Provisioned,2025-11-12
DEV02569,SITE018,USER02326,Room Kit,8841,14.4,Registered,Provisioned,2026-02-22
DEV02570,SITE031,USER02343,Webex App,Webex App,14.4,Registered,Provisioned,2026-03-09
DEV02571,SITE034,USER01028,Room Kit,8841,15.1,None,Pending,2026-07-18
DEV02572,SITE024,USER02376,Cisco 8865,8841,14.4,Registered,Provisioned,2026-04-09
DEV02573,SITE004,USER02249,Webex App,8841,15.1,Registered,Failed,2025-11-28
DEV02574,SITE019,USER00626,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-04-03
DEV02575,SITE035,USER00064,Webex App,Webex App,14.2,Registered,Provisioned,2026-06-11
DEV02576,SITE014,USER01964,Room Kit,8865,15.0,Registered,Provisioned,2026-04-24
DEV02577,SITE013,USER00575,Cisco 8841,8865,14.2,None,Provisioned,2026-01-16
DEV02578,SITE012,USER00020,Cisco 8841,8865,14.3,Registered,Provisioned,2026-06-06
DEV02579,SITE026,USER01695,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-05-24
DEV02580,SITE022,USER01935,Cisco 8865,8841,15.1,Registered,Provisioned,2025-11-11
DEV02581,SITE025,USER01059,Cisco 8841,Room Kit,14.3,Registered,Failed,2026-04-23
DEV02582,SITE031,USER00383,Cisco 8865,Room Kit,14.3,Registered,Pending,2026-07-02
DEV02583,SITE029,USER00265,Cisco 8851,8841,15.1,Registered,Provisioned,2026-02-01
DEV02584,SITE013,USER00455,Webex App,Room Kit,14.4,Registered,Provisioned,2026-01-11
DEV02585,SITE027,USER02094,Cisco 8865,8841,14.3,None,Provisioned,2026-03-01
DEV02586,SITE011,USER00525,Cisco 8841,8851,15.1,Registered,Provisioned,2026-03-30
DEV02587,SITE003,USER00605,Cisco 8851,Webex App,14.2,Unregistered,Provisioned,2025-12-24
DEV02588,SITE030,USER01758,Cisco 8851,8865,15.0,Unregistered,Provisioned,2026-08-17
DEV02589,SITE017,USER01975,Cisco 8841,Webex App,14.4,Registered,Provisioned,2025-12-22
DEV02590,SITE005,USER01497,Cisco 8841,Room Kit,15.1,None,Provisioned,2026-06-18
DEV02591,SITE019,USER01459,Cisco 8865,8865,14.3,Registered,Provisioned,2026-03-28
DEV02592,SITE018,USER00306,Cisco 8865,8841,14.3,Registered,Provisioned,2025-12-23
DEV02593,SITE021,USER01785,Room Kit,Room Kit,14.3,Unregistered,Provisioned,2026-06-06
DEV02594,SITE034,USER02124,Webex App,8841,14.4,Registered,Provisioned,2026-03-26
DEV02595,SITE021,USER02483,Cisco 8841,8851,14.4,Registered,Provisioned,2025-11-07
DEV02596,SITE003,USER00989,Room Kit,Webex App,14.3,Registered,Pending,2026-05-29
DEV02597,SITE008,USER00463,Cisco 8865,8851,14.3,Registered,Provisioned,2026-02-22
DEV02598,SITE004,USER00919,Cisco 8865,Webex App,15.1,Registered,Pending,2026-08-18
DEV02599,SITE028,USER01114,Cisco 8865,8841,14.2,Registered,Provisioned,2025-12-18
DEV02600,SITE035,USER00732,Webex App,8865,15.0,Registered,Provisioned,2026-06-02
DEV02601,SITE014,USER02252,Cisco 8841,8865,15.1,Registered,Provisioned,2026-06-11
DEV02602,SITE034,USER00891,Cisco 8851,8851,14.4,Registered,Provisioned,2026-02-06
DEV02603,SITE035,USER01911,Cisco 8841,Webex App,15.0,None,Provisioned,2026-03-02
DEV02604,SITE002,USER00414,Room Kit,Webex App,14.3,None,Failed,2026-02-03
DEV02605,SITE020,USER00266,Room Kit,8841,14.3,Registered,Provisioned,2026-02-13
DEV02606,SITE001,USER02405,Cisco 8865,8851,14.2,Registered,Provisioned,2026-08-10
DEV02607,SITE019,USER02374,Cisco 8851,8851,14.3,Registered,Provisioned,2026-05-30
DEV02608,SITE023,USER01383,Webex App,8851,15.0,Registered,Provisioned,2026-05-07
DEV02609,SITE001,USER01361,Cisco 8865,8851,14.3,Registered,Pending,2026-04-23
DEV02610,SITE019,USER00242,Cisco 8865,8851,15.1,Registered,Provisioned,2026-07-03
DEV02611,SITE022,USER01789,Cisco 8841,8865,14.2,Unregistered,Provisioned,2026-07-14
DEV02612,SITE021,USER01274,Cisco 8841,Webex App,14.4,Registered,Failed,2025-11-29
DEV02613,SITE026,USER01704,Webex App,8865,14.3,Registered,Provisioned,2026-06-11
DEV02614,SITE011,USER01739,Webex App,Room Kit,14.2,Registered,Provisioned,2026-03-11
DEV02615,SITE011,USER02424,Cisco 8865,8841,14.3,Registered,Provisioned,2026-07-25
DEV02616,SITE032,USER00750,Room Kit,Webex App,14.2,Registered,Pending,2026-01-20
DEV02617,SITE029,USER01601,Cisco 8865,Room Kit,14.2,Registered,Provisioned,2026-04-07
DEV02618,SITE020,USER02157,Cisco 8851,Room Kit,15.1,Unregistered,Provisioned,2026-06-07
DEV02619,SITE004,USER02375,Room Kit,Room Kit,15.1,Registered,Pending,2026-01-11
DEV02620,SITE027,USER01977,Webex App,8865,14.4,Registered,Provisioned,2026-07-02
DEV02621,SITE017,USER02062,Cisco 8841,Webex App,14.3,None,Provisioned,2026-06-25
DEV02622,SITE012,USER02351,Webex App,Room Kit,14.3,Registered,Pending,2026-04-24
DEV02623,SITE021,USER01491,Cisco 8851,8851,15.1,Registered,Provisioned,2025-12-30
DEV02624,SITE011,USER01956,Webex App,8865,15.1,Unregistered,Provisioned,2026-05-20
DEV02625,SITE010,USER02183,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-08-24
DEV02626,SITE022,USER00925,Cisco 8851,8851,14.4,Registered,Provisioned,2026-02-04
DEV02627,SITE006,USER00038,Room Kit,8865,15.0,Registered,Pending,2026-06-08
DEV02628,SITE033,USER01244,Cisco 8851,8841,15.0,Registered,Provisioned,2026-03-09
DEV02629,SITE019,USER01135,Webex App,8841,14.4,Registered,Provisioned,2026-05-30
DEV02630,SITE012,USER00158,Room Kit,8841,14.4,Registered,Provisioned,2026-08-05
DEV02631,SITE032,USER01407,Webex App,8841,14.3,None,Provisioned,2026-05-22
DEV02632,SITE005,USER00402,Cisco 8865,Webex App,15.0,Registered,Pending,2026-07-18
DEV02633,SITE006,USER01182,Webex App,Room Kit,14.2,Registered,Provisioned,2026-04-24
DEV02634,SITE033,USER02006,Room Kit,8865,14.4,None,Pending,2025-12-26
DEV02635,SITE017,USER02460,Room Kit,8865,14.3,None,Provisioned,2026-02-18
DEV02636,SITE001,USER02216,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2025-11-04
DEV02637,SITE012,USER00366,Cisco 8841,8841,15.1,Registered,Provisioned,2026-01-25
DEV02638,SITE035,USER02013,Room Kit,8841,15.1,Unregistered,Provisioned,2026-04-28
DEV02639,SITE034,USER00452,Room Kit,8841,14.4,None,Provisioned,2026-08-03
DEV02640,SITE029,USER00580,Cisco 8851,8865,15.0,Registered,Provisioned,2025-12-13
DEV02641,SITE006,USER00719,Cisco 8865,Room Kit,15.0,Registered,Provisioned,2026-02-21
DEV02642,SITE024,USER01758,Webex App,8841,14.3,Registered,Provisioned,2026-05-25
DEV02643,SITE022,USER02032,Cisco 8851,8851,14.3,Registered,Provisioned,2025-11-24
DEV02644,SITE007,USER00263,Webex App,Webex App,15.0,Registered,Pending,2025-11-20
DEV02645,SITE018,USER01794,Room Kit,Room Kit,14.3,Registered,Provisioned,2025-12-07
DEV02646,SITE008,USER02338,Cisco 8841,8851,15.0,Registered,Provisioned,2026-03-22
DEV02647,SITE018,USER00475,Cisco 8841,8841,14.4,Unregistered,Provisioned,2025-11-02
DEV02648,SITE028,USER00640,Room Kit,Webex App,14.4,Registered,Provisioned,2026-05-17
DEV02649,SITE007,USER00544,Cisco 8851,Room Kit,15.1,Registered,Provisioned,2026-03-28
DEV02650,SITE001,USER01652,Cisco 8865,8841,14.3,Registered,Provisioned,2026-01-27
DEV02651,SITE015,USER02116,Cisco 8851,Webex App,15.1,Unregistered,Provisioned,2026-07-30
DEV02652,SITE015,USER02468,Cisco 8841,Room Kit,15.0,Registered,Pending,2026-07-09
DEV02653,SITE029,USER02093,Cisco 8841,Room Kit,14.2,Registered,Failed,2025-12-15
DEV02654,SITE030,USER02313,Webex App,8841,14.2,Registered,Provisioned,2026-08-03
DEV02655,SITE008,USER02068,Cisco 8865,8865,14.3,Unregistered,Provisioned,2026-03-04
DEV02656,SITE003,USER00352,Cisco 8841,Webex App,14.2,Registered,Pending,2026-05-13
DEV02657,SITE003,USER01376,Cisco 8865,Room Kit,15.0,Unregistered,Pending,2026-07-25
DEV02658,SITE035,USER00052,Room Kit,8841,15.1,Registered,Provisioned,2025-12-16
DEV02659,SITE008,USER02357,Room Kit,8865,14.3,Registered,Provisioned,2026-04-24
DEV02660,SITE007,USER01629,Cisco 8841,Webex App,15.1,None,Provisioned,2026-01-08
DEV02661,SITE011,USER00285,Webex App,Webex App,14.4,Unregistered,Provisioned,2026-02-22
DEV02662,SITE029,USER02424,Cisco 8865,8841,14.2,Unregistered,Provisioned,2026-05-03
DEV02663,SITE016,USER00378,Room Kit,8865,14.4,Registered,Provisioned,2026-07-01
DEV02664,SITE013,USER00779,Cisco 8851,Room Kit,15.1,Unregistered,Provisioned,2026-07-06
DEV02665,SITE029,USER00887,Room Kit,Webex App,15.1,Registered,Failed,2026-01-18
DEV02666,SITE004,USER02121,Room Kit,8841,15.1,Registered,Provisioned,2026-02-11
DEV02667,SITE011,USER00545,Webex App,8841,14.2,Unregistered,Provisioned,2026-05-09
DEV02668,SITE012,USER00983,Cisco 8865,Webex App,14.3,Unregistered,Provisioned,2026-07-24
DEV02669,SITE001,USER01074,Cisco 8865,Room Kit,14.2,Registered,Provisioned,2026-06-18
DEV02670,SITE004,USER01796,Room Kit,8851,15.1,Registered,Failed,2025-11-28
DEV02671,SITE027,USER02195,Cisco 8865,8841,14.3,Registered,Provisioned,2026-06-25
DEV02672,SITE009,USER02012,Cisco 8851,8851,14.3,Registered,Failed,2026-03-23
DEV02673,SITE024,USER01152,Room Kit,Room Kit,14.4,Registered,Provisioned,2026-02-12
DEV02674,SITE021,USER00291,Cisco 8865,Webex App,15.1,None,Pending,2026-05-09
DEV02675,SITE031,USER00017,Room Kit,8851,15.0,Registered,Provisioned,2026-08-19
DEV02676,SITE003,USER02135,Webex App,Webex App,15.0,Registered,Provisioned,2026-01-30
DEV02677,SITE016,USER02372,Room Kit,8865,15.1,Registered,Provisioned,2025-11-30
DEV02678,SITE020,USER01181,Webex App,Room Kit,14.4,None,Provisioned,2025-11-25
DEV02679,SITE026,USER01212,Room Kit,8865,14.2,Unregistered,Provisioned,2026-07-18
DEV02680,SITE010,USER00034,Cisco 8841,8851,15.1,Registered,Failed,2026-01-22
DEV02681,SITE009,USER01498,Cisco 8841,8865,14.3,None,Provisioned,2026-05-08
DEV02682,SITE007,USER00192,Room Kit,Webex App,15.0,Registered,Pending,2025-11-15
DEV02683,SITE031,USER01155,Cisco 8851,8841,15.0,Registered,Provisioned,2026-05-18
DEV02684,SITE004,USER01084,Cisco 8865,Webex App,15.1,None,Provisioned,2026-04-27
DEV02685,SITE005,USER00629,Webex App,8841,15.0,Registered,Provisioned,2026-01-01
DEV02686,SITE032,USER00452,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-02-24
DEV02687,SITE034,USER00518,Webex App,Room Kit,14.2,Registered,Provisioned,2025-11-11
DEV02688,SITE002,USER01450,Room Kit,Room Kit,14.3,Unregistered,Provisioned,2026-07-07
DEV02689,SITE003,USER02222,Cisco 8851,8851,14.4,None,Provisioned,2026-08-20
DEV02690,SITE032,USER02067,Cisco 8865,8841,15.0,Registered,Provisioned,2026-06-30
DEV02691,SITE002,USER01637,Room Kit,Room Kit,15.1,Registered,Provisioned,2026-06-27
DEV02692,SITE002,USER00944,Webex App,Room Kit,14.2,Unregistered,Pending,2026-04-18
DEV02693,SITE018,USER00074,Cisco 8865,8841,14.2,None,Provisioned,2025-12-18
